PROVINCE,DISTRICT,TEHSIL,Union Council
Balochistan,Jaffarabad,Gandakha,Gandakha
Balochistan,Jaffarabad,Gandakha,Karia Phari
Balochistan,Jaffarabad,Gandakha,Nushki Jadid
Balochistan,Jaffarabad,Gandakha,Qabula
Balochistan,Jaffarabad,Gandakha,Sobdarani
Balochistan,Jaffarabad,Jhat Pat,Band Mank
Balochistan,Jaffarabad,Jhat Pat,Cattle Farm
Balochistan,Jaffarabad,Jhat Pat,Dirgi
Balochistan,Jaffarabad,Jhat Pat,Ghari
Balochistan,Jaffarabad,Jhat Pat,Hafeezabad
Balochistan,Jaffarabad,Jhat Pat,Nasirabad
Balochistan,Jaffarabad,Jhat Pat,Noor Pur
Balochistan,Jaffarabad,Jhat Pat,Rojhan
Balochistan,Jaffarabad,Jhat Pat,Samoo
Balochistan,Jaffarabad,Jhat Pat,Unknown_62
Balochistan,Jaffarabad,Sohbatpur,(urban)
Balochistan,Jaffarabad,Sohbatpur,Dirgi
Balochistan,Jaffarabad,Sohbatpur,Gandar
Balochistan,Jaffarabad,Sohbatpur,Hamid Pur
Balochistan,Jaffarabad,Sohbatpur,Khudadad
Balochistan,Jaffarabad,Sohbatpur,Noze Band
Balochistan,Jaffarabad,Sohbatpur,Sanhri
Balochistan,Jaffarabad,Sohbatpur,Sardar Sohbat Pur
Balochistan,Jaffarabad,Usta Muhammad,Unknown_24
Balochistan,Jaffarabad,Usta Muhammad,Unknown_25
Balochistan,Jaffarabad,Usta Muhammad,Unknown_26
Balochistan,Jaffarabad,Usta Muhammad,Unknown_27
Balochistan,Jaffarabad,Usta Muhammad,Unknown_28
Balochistan,Jaffarabad,Usta Muhammad,Unknown_29
Balochistan,Jaffarabad,Usta Muhammad,Unknown_30
Balochistan,Jaffarabad,Usta Muhammad,Unknown_31
Balochistan,Jaffarabad,Usta Muhammad,Unknown_32
Balochistan,Jaffarabad,Usta Muhammad,Unknown_33
Balochistan,Jaffarabad,Usta Muhammad,Unknown_34
Balochistan,Jaffarabad,Usta Muhammad,Unknown_35
Balochistan,Jaffarabad,Usta Muhammad,Unknown_36
Balochistan,Jaffarabad,Usta Muhammad,Unknown_37
Balochistan,Jaffarabad,Usta Muhammad,Unknown_38
Balochistan,Jaffarabad,Usta Muhammad,Unknown_39
Balochistan,Jaffarabad,Usta Muhammad,Unknown_40
Balochistan,Jaffarabad,Usta Muhammad,Unknown_41
Balochistan,Jaffarabad,Usta Muhammad,Unknown_42
Balochistan,Jaffarabad,Usta Muhammad,Unknown_43
Balochistan,Jaffarabad,Usta Muhammad,Unknown_44
Balochistan,Jaffarabad,Usta Muhammad,Unknown_45
Balochistan,Jaffarabad,Usta Muhammad,Unknown_46
Balochistan,Jaffarabad,Usta Muhammad,Unknown_47
Balochistan,Jaffarabad,Usta Muhammad,Unknown_48
Balochistan,Jaffarabad,Usta Muhammad,Unknown_49
Balochistan,Jaffarabad,Usta Muhammad,Unknown_50
Balochistan,Jaffarabad,Usta Muhammad,Unknown_51
Balochistan,Jaffarabad,Usta Muhammad,Unknown_52
Balochistan,Jaffarabad,Usta Muhammad,Unknown_53
Balochistan,Jaffarabad,Usta Muhammad,Unknown_54
Balochistan,Jaffarabad,Usta Muhammad,Unknown_55
Balochistan,Jaffarabad,Usta Muhammad,Unknown_56
Balochistan,Jaffarabad,Usta Muhammad,Unknown_57
Balochistan,Jaffarabad,Usta Muhammad,Unknown_58
Balochistan,Jaffarabad,Usta Muhammad,Unknown_59
Balochistan,Jaffarabad,Usta Muhammad,Unknown_60
Balochistan,Jaffarabad,Usta Muhammad,Unknown_61
Balochistan,Jaffarabad,Usta Muhammad,Unknown_63
Balochistan,Jaffarabad,Usta Muhammad,Unknown_64
Balochistan,Jaffarabad,Usta Muhammad,Unknown_65
Balochistan,Jaffarabad,Usta Muhammad,Unknown_66
Balochistan,Jaffarabad,Usta Muhammad,Unknown_7
Balochistan,Killa Saifullah,Badinai,Badinai
Balochistan,Killa Saifullah,Kan Mehtarzai,Kan Mehtar Zai
Balochistan,Killa Saifullah,Kan Mehtarzai,Kanchogi
Balochistan,Killa Saifullah,Killa Saifullah,Akhtar Zai
Balochistan,Killa Saifullah,Killa Saifullah,Killa Saifullah
Balochistan,Killa Saifullah,Killa Saifullah,Sheren Jogizai
Balochistan,Killa Saifullah,Killa Saifullah,Tabli
Balochistan,Killa Saifullah,Loi Band,Loiband
Balochistan,Killa Saifullah,Loi Band,Murgha Faqir Zai
Balochistan,Killa Saifullah,Muslim Bagh,Muslim Bagh
Balochistan,Killa Saifullah,Muslim Bagh,Nasia
Balochistan,Killa Saifullah,Shinkai,Akhtar Zai
Balochistan,Killa Saifullah,Shinkai,Batuzai
Balochistan,Killa Saifullah,Shinkai,Musafirpur
Balochistan,Loralai,Duki,Gharbi Looni
Balochistan,Loralai,Duki,Lakhi
Balochistan,Loralai,Duki,Nasirabad
Balochistan,Loralai,Duki,Saddar Duki
Balochistan,Loralai,Duki,Sharqi Looni
Balochistan,Loralai,Duki,Thal
Balochistan,Loralai,Duki,Unknown_5
Balochistan,Loralai,Duki,Unknown_6
Balochistan,Loralai,Duki,Unknown_8
Balochistan,Loralai,Duki,Viala Duki
Balochistan,Loralai,Duki,Wahvi
Balochistan,Loralai,Loralai,China Alizai
Balochistan,Loralai,Loralai,Kach Amaqzai
Balochistan,Loralai,Loralai,Lahore
Balochistan,Loralai,Loralai,Poonga
Balochistan,Loralai,Loralai,Saddar Bori
Balochistan,Loralai,Loralai,Tore
Balochistan,Loralai,Loralai,Unknown_20
Balochistan,Loralai,Loralai,Unknown_21
Balochistan,Loralai,Loralai,Unknown_22
Balochistan,Loralai,Loralai,Unknown_23
Balochistan,Loralai,Loralai,Unknown_3
Balochistan,Loralai,Loralai,Unknown_4
Balochistan,Nasirabad,Baba kot,Allah Abad
Balochistan,Nasirabad,Baba kot,Gola Wah
Balochistan,Nasirabad,Baba kot,Kohang Tambo
Balochistan,Nasirabad,Baba kot,Manjhoo
Balochistan,Nasirabad,Chattar,Chhattar
Balochistan,Nasirabad,Chattar,Dolat Ghari
Balochistan,Nasirabad,Chattar,Phuliji
Balochistan,Nasirabad,Chattar,Shah Pur
Balochistan,Nasirabad,Dera murad jamali,Bedar
Balochistan,Nasirabad,Dera murad jamali,Monjhooti
Balochistan,Nasirabad,Dera murad jamali,Quba Sher Khan
Balochistan,Nasirabad,Tamboo,Ali Abad
Balochistan,Nasirabad,Tamboo,Gola Wah
Balochistan,Nasirabad,Tamboo,Kharoos Wah
Balochistan,Nasirabad,Tamboo,Manjhoo Shori
Balochistan,Nasirabad,Tamboo,Unknown_10
Balochistan,Nasirabad,Tamboo,Unknown_11
Balochistan,Nasirabad,Tamboo,Unknown_12
Balochistan,Nasirabad,Tamboo,Unknown_13
Balochistan,Nasirabad,Tamboo,Unknown_14
Balochistan,Nasirabad,Tamboo,Unknown_15
Balochistan,Nasirabad,Tamboo,Unknown_16
Balochistan,Nasirabad,Tamboo,Unknown_17
Balochistan,Nasirabad,Tamboo,Unknown_18
Balochistan,Nasirabad,Tamboo,Unknown_19
Balochistan,Nasirabad,Tamboo,Unknown_9
Balochistan,Sibi,Kut Mandai,Babar Kach
Balochistan,Sibi,Lehri,Lehri
Balochistan,Sibi,Lehri,Theri Brahmani
Balochistan,Sibi,Lehri,Tunia
Balochistan,Sibi,Lehri,Unknown_2
Balochistan,Sibi,Sangan,Babar Kach
Balochistan,Sibi,Sibi,Babar Kach
Balochistan,Sibi,Sibi,Kurak
Balochistan,Sibi,Sibi,Mall
Balochistan,Sibi,Sibi,Marghzani
Balochistan,Sibi,Sibi,Talli
Balochistan,Sibi,Sibi,Unknown_1
Balochistan,Kohlu,Mawand,Mawand
Balochistan,Kohlu,Mawand,Suffaid
Balochistan,Kohlu,Kahan,Nisao
Balochistan,Kohlu,Kahan,Kahan
Balochistan,Kohlu,Kohlu,Karam Khan Shaher
Balochistan,Kohlu,Kohlu,Uryani
Balochistan,Kohlu,Kohlu,Pazza
